,listing_id,pos,neu,neg,compound,name,latitude,longitude,review_scores_rating,neighbourhood_cleansed,distance_airport,distance_tophub,distance_prudential,distance_royale,distance_harvard
3865,25324358,0.421352814,0.5565081169999999,0.022115259833333335,0.5383343615,"The Small room Aka "" Smallville""",42.264121794114985,-71.12150448869856,100.0,Hyde Park,9.050956722145996,6.005279710407493,6.068394689143828,6.579159760400605,8.070407952857563
2161,17625675,0.4213305114761904,0.5706764424285712,0.007990400619047619,0.47771802095238086,"H1, 2 min walk to T/Metro, 17 min to Downtown",42.28112310885356,-71.06533889063117,87.0,Dorchester,6.492152597887981,4.612056290179183,4.640994973225648,4.748480948372328,7.816923016724687
4659,29738352,0.42100000000000004,0.579,0.0,0.9719,5 Private bedroom close Fenway & Downtown Boston,42.32500042687338,-71.10433820077664,100.0,Jamaica Plain,5.602018022642142,1.818284138532283,1.8932351262349736,2.6272494857499704,4.210272960779526
2346,18726297,0.42099446271874996,0.5631739583437502,0.015839391437500003,0.46415891603125004,#301 Boston Private AC +冰箱fits 3+ 1 Kid 咖啡免费,42.295594831409026,-71.06218114504844,96.0,Dorchester,5.531602746983934,3.685749039723037,3.7072924662440787,3.7535943730561963,7.047374716925087
3713,24466743,0.42091666650000004,0.5408333335,0.03825,0.4646833335,"Lux 3BR Apt w/rooftop deck, gym, WiFi",42.33207663048702,-71.11105364860066,100.0,Mission Hill,5.686373852105786,1.7128188108428435,1.793471743320371,2.6352220986800208,3.6240231044482583
924,7931331,0.4205474950416668,0.5518690889375,0.004142443791666666,0.5234890310833333,Bold 2BR in Lower Allston by Sonder,42.36326272308311,-71.12984438019045,95.0,Allston,6.156977107129441,2.623053073224325,2.666074451920603,3.4175174158958916,1.2670376535202383
4275,27990984,0.42052487630952384,0.562650190690476,0.012866032785714283,0.5391497026428572,Bina’s Home away from Home 2,42.278080302310656,-71.08700390747667,99.0,Mattapan,7.2256118777469585,4.726297602835808,4.7723480627744195,5.078755640035438,7.5424073373371945
3252,22353834,0.420305513319149,0.572765695744681,0.00693020940425532,0.5774350202765958,Beautiful One Bedroom in the Heart of Beacon Hill,42.360198976654786,-71.06672592516115,98.0,Beacon Hill,2.947802378532163,1.288601869531117,1.2106625102861654,0.7119993481692769,3.949946851961547
4524,29082416,0.4202319443333334,0.5354486111666666,0.027638888833333333,0.4781651388333334,Brighton,42.361598155550325,-71.14321337745562,100.0,Brighton,6.844838171752666,3.2124376560945094,3.2635195472452807,4.056430856515607,1.3108230415523827
4435,28697809,0.4202291665,0.5797708335,0.0,0.58911875,Mallard Room,42.27329671635885,-71.07170211011574,100.0,Mattapan,7.120930335662262,5.091878609208838,5.127010212041365,5.298018325535677,8.151291238772982
4423,28641409,0.42019444450000004,0.57425,0.005611111166666668,0.4725138890000001,Clarita's Place 8,42.359882177128284,-71.14119354947475,100.0,Brighton,6.747516953568061,3.0772725445091362,3.1299483385630604,3.932768275986529,1.4157283936520881
3951,26062023,0.42014358962500004,0.5596096155,0.0105897435,0.5239834295,Central 2BR in Downtown Crossing by Sonder,42.35107913991467,-71.06325425436864,93.0,Downtown,2.9237795843346905,1.100512735679061,1.0230135530068967,0.1424364830867529,4.369792118798793
203,1340649,0.4200974637826087,0.5715478260869564,0.00835905795652174,0.5567321376956522,"1BR in Charming South Boston Condo/Red Line, Beach",42.328253796464246,-71.05703601187467,96.0,South Boston,3.5416643127344094,1.8639290888173976,1.8445931227236965,1.5577823448124415,5.523828249015124
2727,20482083,0.42008333350000004,0.5799166665,0.0,0.6209833335,Garden Oasis #2,42.32182929971981,-71.11296008180446,100.0,Jamaica Plain,6.093956000063232,2.2639973257083708,2.3415897753433623,3.106792144888506,4.251550028077832
4814,30506617,0.41980833333333334,0.5723583333333333,0.007833333333333333,0.5437308333333334,Lovely Loft in Downtown Crossing by Sonder,42.35195105961829,-71.06146078001309,90.0,Chinatown,2.816996397069188,1.2061203516192305,1.1280167447073581,0.25221337770618446,4.424417934016964
1281,11759332,0.4196777778333334,0.5469888888333334,0.0,0.41328777766666674,Peaceful & Lovely Room Near T!,42.29072925324577,-71.06456359983261,92.0,Dorchester,5.8846759220303495,3.9752042718235416,4.000903873335188,4.085756631562052,7.2638086174129635
2770,20694962,0.41955416675,0.57772083325,0.002725,0.51433541675,"Nice, comfy & good location.",42.34510253255666,-71.09270277053993,100.0,Fenway,4.483409150848065,0.4636545823738251,0.5401555874692694,1.4291353884026696,3.39410714993791
3301,22627274,0.41934374999999996,0.5261875,0.05446875,0.337078125,Back Bay Beacon 2 Bedroom Bi Level,42.35433891350245,-71.07400633427362,80.0,Back Bay,3.387336369907401,0.7386051230719046,0.6607474538422957,0.5293309807178459,3.7780704857323686
1554,13714817,0.4192210396874999,0.5765289603125,0.00034375000000000003,0.559136968,Abigayle's Bed and Breakfast M263 Q3,42.350774020777436,-71.09825471354284,99.0,Fenway,4.652295048370763,0.7939105960069264,0.8437805044659396,1.6751370700929502,2.916161158544766
3917,25838222,0.419,0.581,0.0,0.310533333,*** Bluebird Studio @DowntownBoston!!! ***,42.34606116053108,-71.06528763355992,100.0,South End,3.153726915715921,0.9509303601244959,0.885362312749128,0.2666987701182873,4.451816987300276
1818,15232287,0.419,0.581,0.0,0.7579,Bluebird Beautiful 1-BR Fenway Apt + Game Room,42.344854392450856,-71.100517553238,100.0,Fenway,4.869691183666889,0.8610756274673195,0.935039317668466,1.823862666069452,3.1414681735820436
2478,19212437,0.4189916665833333,0.5434416666666667,0.009788888916666667,0.5025391666666669,Sky-blue Room w/Private Bath & AC remote,42.27661599056335,-71.12002434269542,97.0,Roslindale,8.349450832403171,5.168276406705383,5.233361432847295,5.777960057813073,7.223774172434406
4355,28364193,0.4186666666666666,0.5724,0.008933333333333333,0.61318,Cosy and quaint apartment in lovely Beacon Hill,42.358157550721906,-71.06074791825056,100.0,Downtown,2.668096270480081,1.4298654504537909,1.3491364283896183,0.619567226224636,4.286048981857868
984,8325544,0.4186115476,0.5691759524,0.012199999999999999,0.5788548214000001,2BR Lux Apt. in Boston Fenway,42.34535220761722,-71.10203036617204,90.0,Fenway,4.93390612489904,0.9343178647392839,1.0066707645006834,1.8939110685654856,3.066411088071733
4396,28561917,0.4185258417407407,0.5683835016666667,0.010004236814814814,0.4850317031481481,"3/ 1  Newly Renovated, In the Heart of the City!",42.3195954312051,-71.05612513309849,96.0,Dorchester,3.969621205850144,2.3384817634648796,2.332836126890699,2.148052809848494,5.963351102120261
4476,28888588,0.41850839594736844,0.5590998747368421,0.009220676684210527,0.47467377189473686,★Classic Boston★ 2BR/1BA ★ Close to T,42.35047247724203,-71.13949600361734,96.0,Allston,6.731045222713858,2.8620900262935125,2.9262527448805487,3.7857607085071425,2.0607992484039523
4838,30787930,0.4185,0.5815,0.0,0.5346166665,"Downtown Crossing, 1 Bed Apt, Boston",42.35474636973456,-71.06206191697541,100.0,Downtown,2.788043531314108,1.251814776066991,1.1714270216582814,0.37811637703880735,4.314284862800845
1938,15819226,0.41841626986363634,0.5700352092272727,0.011543470363636364,0.5020218326363636,Historic Back Bay Condo,42.351725562874016,-71.08641313902612,93.0,Back Bay,4.047072644226362,0.38277248387711194,0.37391772568955994,1.0750775812681206,3.3367589216292837
1185,10271867,0.4184,0.55945,0.02215,0.59216,Cozy room in Jamaica Plain,42.32357026201424,-71.10670813435179,90.0,Jamaica Plain,5.756570296583632,1.969393885932005,2.0449439457577956,2.7836335325157173,4.251423459806871
4181,27501160,0.4183394558,0.562064829942857,0.010076666657142857,0.5229607789142858,Boston is Great!  Comfy and Adorable 1BR Condo.,42.37224303512225,-71.04042271524752,98.0,East Boston,1.6428700086747163,2.8452105576238726,2.7649307217677324,2.0072909472493885,5.074093443274504
2931,21310535,0.4182556575526315,0.568262549736842,0.013473020789473685,0.5075390937105262,Modern one bedroom condo in the heart of Back Bay,42.35416954190081,-71.078890363228,94.0,Back Bay,3.63365663383769,0.5861209281436883,0.5193315809430962,0.7430148315491443,3.5659458350274846
1754,14970501,0.4182099206333333,0.5535940476000002,0.025418253999999998,0.4569021428333333,"Modern, Spacious, Two Bedroom With Balcony!",42.34700042633364,-71.13798224464658,88.0,Brighton,6.696466275459048,2.7718068725318274,2.8398073786547675,3.7136409588127126,2.300826677796228
2547,19527633,0.4180807987741936,0.577225576032258,0.004693625193548386,0.503306720419355,Stunning 3BR in Downtown Crossing by Sonder,42.35575897199624,-71.0619695650883,96.0,Downtown,2.765478189110373,1.2891406748564112,1.20846709921852,0.442872179454093,4.290468477516277
3557,23629701,0.4180496032222222,0.5093273809999999,0.0011944444444444444,0.434876918,Brownstone on the Park 2 bd Apt M330,42.34329998280004,-71.07518312988734,100.0,South End,3.693486188744891,0.4961835538813705,0.4597863575689028,0.6721221257161505,4.146409187398086
1790,15126802,0.41771883600000004,0.5610567195333334,0.021224444466666666,0.4887990688,Rarely found townhouse in historic beacon hill.,42.35720877572068,-71.07172148834341,100.0,Beacon Hill,3.232235682359599,0.9645004532061081,0.887813972597208,0.5939072898131528,3.793848554187593
3004,21536254,0.4174166665,0.5766666665,0.006,0.6414083335,Stunning 2 Bedroom Penthouse Historic Charlestown,42.37780046781738,-71.06445751896037,100.0,Charlestown,2.9311976070007013,2.3765619208340607,2.309176949156388,1.9251906053974184,3.8171177397135825
4276,27992316,0.4174091614782609,0.576988975173913,0.005601863347826087,0.5005498033043478,Boston guest suite,42.34117060542529,-71.15136610623388,98.0,Brighton,7.451047316276571,3.4766592477824223,3.5492322177360096,4.434924749210263,2.7761488067622
3056,21682805,0.41718807483333337,0.5687858585833333,0.0056949262083333336,0.49409434341666675,Back Bay/South End,42.346508012305755,-71.07382679790521,99.0,South End,3.5422092718178493,0.513196600061259,0.44714771432947487,0.4845408633464568,4.070331778061824
3599,23822858,0.41700000000000004,0.583,0.0,0.56055,Evolve Wharf,42.3530909595217,-71.05383282075455,90.0,Downtown,2.423323835524314,1.6024290315215384,1.5249233130554947,0.6388498871365749,4.745895663339112
4123,27172618,0.4167066667,0.5832933333000001,0.0,0.5975166667,Spacious room at the Bunker Hill Monument,42.37808147417337,-71.06244336313532,98.0,Charlestown,2.838433639141935,2.4387495785423643,2.3698125737739377,1.9502838508941718,3.919262519436918
14,9870,0.41654166662500003,0.560708333375,0.022625000000000003,0.45583958337499997,[1293-1] - 1 Bedroom in South End,42.34422661526431,-71.0778781826634,80.0,South End,3.793992141397978,0.34418511303350335,0.3113790054997036,0.7432761880657602,3.9984853839695442
2033,16543246,0.41650000000000004,0.5835,0.0,0.5326,Spacious Brighton Center 2BR Loft,42.35511056947493,-71.15090272553441,100.0,Brighton,7.269372830517654,3.4837984604708674,3.5440264811347366,4.384070578709953,1.8445442986722036
4566,29339207,0.41644444433333333,0.5835555556666666,0.0,0.4509444443333333,Boston Studio with Amazing View Close to TD Garden,42.36635161453473,-71.05928989829258,100.0,Downtown,2.5439082485805593,1.8588230488173687,1.7809447590251704,1.178633182822661,4.190486014968725
3502,23487192,0.4164425925555556,0.5767351852222222,0.006794444444444444,0.4831942593333333,Panoramic 1BR in Fenway by Sonder,42.34310486558182,-71.10083658184361,100.0,Fenway,4.922113473031841,0.9010546682477039,0.9784834270821882,1.8666370158464902,3.226577991951708
