,host_response_time,host_response_rate,host_is_superhost,host_verification_level,neighbourhood_cleansed,host_identity_verified,is_location_exact,instant_bookable,property_type,room_type,bed_type,Wifi,Heating,Essentials,Smoke detector,Kitchen,Carbon monoxide detector,Hangers,Air conditioning,Shampoo,Hair dryer,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy,reviews_per_month
647,2.0,100.0,1,4.0,East Boston,1,1,0,House,Private room,Real Bed,True,True,True,True,True,False,True,False,False,True,110.0,0.0,90.0,25.0,63.0,97.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.35
649,1.0,100.0,1,10.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,500.0,35.0,15.0,49.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.04
651,1.0,100.0,0,6.0,Allston,1,1,0,Apartment,Entire home/apt,Real Bed,True,False,True,True,False,False,False,False,True,True,125.0,400.0,25.0,25.0,110.0,92.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,2.37
653,1.0,100.0,0,9.0,Beacon Hill,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,637.0,500.0,180.0,50.0,100.0,91.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,2.15
655,1.0,83.0,0,8.0,Jamaica Plain,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,81.0,100.0,75.0,25.0,27.0,85.0,9.0,9.0,10.0,9.0,strict_14_with_grace_period,0.68
656,2.0,95.0,0,8.0,Roslindale,1,0,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,True,100.0,0.0,100.0,25.0,78.0,89.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.78
657,1.0,100.0,1,8.0,Beacon Hill,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,148.0,300.0,75.0,40.0,290.0,97.0,9.0,10.0,10.0,10.0,moderate,6.18
658,1.0,96.0,0,6.0,Roxbury,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,167.0,500.0,105.0,0.0,63.0,85.0,9.0,9.0,9.0,9.0,strict_14_with_grace_period,1.39
659,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,True,150.0,0.0,69.0,0.0,67.0,89.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.52
660,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,300.0,0.0,90.0,0.0,49.0,90.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.1
661,1.0,100.0,1,11.0,Charlestown,0,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,225.0,300.0,85.0,50.0,54.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.75
662,2.0,100.0,0,4.0,Roxbury,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,True,True,True,True,105.0,100.0,0.0,0.0,4.0,90.0,10.0,9.0,10.0,8.0,moderate,0.09
668,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,False,150.0,0.0,69.0,0.0,61.0,89.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.47
669,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,False,150.0,0.0,69.0,0.0,90.0,92.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.02
671,1.0,100.0,1,5.0,South Boston,1,1,0,House,Entire home/apt,Futon,True,True,True,True,True,True,True,True,True,True,250.0,500.0,75.0,0.0,17.0,95.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,0.96
672,1.0,100.0,1,4.0,North End,1,0,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,True,290.0,1000.0,100.0,0.0,173.0,99.0,10.0,10.0,10.0,10.0,flexible,3.97
676,1.0,100.0,1,5.0,Fenway,1,1,1,Condominium,Private room,Real Bed,True,True,True,False,True,False,False,True,True,False,125.0,0.0,50.0,0.0,77.0,97.0,10.0,10.0,10.0,10.0,moderate,1.66
679,2.0,97.0,0,6.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,186.0,0.0,100.0,0.0,3.0,73.0,8.0,7.0,6.0,8.0,strict_14_with_grace_period,0.07
680,1.0,100.0,0,6.0,Dorchester,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,150.0,30.0,10.0,172.0,90.0,10.0,9.0,9.0,9.0,strict_14_with_grace_period,5.0
685,2.0,97.0,0,6.0,Back Bay,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,False,True,True,False,189.0,0.0,100.0,0.0,7.0,74.0,9.0,8.0,7.0,9.0,strict_14_with_grace_period,0.16
686,1.0,94.0,1,9.0,Allston,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,69.0,0.0,40.0,10.0,163.0,97.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,3.51
687,2.0,100.0,0,4.0,Allston,0,1,0,House,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,41.0,0.0,120.0,0.0,3.0,93.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,0.07
688,1.0,100.0,1,7.0,Jamaica Plain,1,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,88.0,0.0,0.0,0.0,142.0,97.0,10.0,10.0,10.0,10.0,moderate,3.06
689,1.0,100.0,1,4.0,Roslindale,1,1,0,Townhouse,Private room,Real Bed,True,True,True,True,False,True,True,True,True,True,91.0,0.0,30.0,0.0,38.0,98.0,10.0,10.0,10.0,9.0,flexible,0.84
690,2.0,100.0,0,4.0,South End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,295.0,0.0,0.0,0.0,11.0,100.0,10.0,10.0,10.0,10.0,flexible,0.24
691,2.0,75.0,0,6.0,Dorchester,1,1,0,Apartment,Shared room,Couch,True,True,True,True,True,False,True,True,True,False,60.0,0.0,0.0,0.0,4.0,100.0,10.0,9.0,9.0,10.0,flexible,0.09
692,3.0,67.0,0,4.0,Back Bay,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,False,270.0,400.0,100.0,25.0,22.0,88.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,0.47
696,1.0,94.0,0,3.0,South Boston,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,64.0,0.0,0.0,20.0,95.0,89.0,9.0,10.0,10.0,9.0,moderate,2.05
697,3.0,100.0,0,6.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,250.0,200.0,75.0,0.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.02
699,1.0,100.0,1,5.0,East Boston,1,1,0,Townhouse,Private room,Real Bed,True,True,True,False,True,False,False,True,True,False,75.0,0.0,15.0,0.0,305.0,98.0,10.0,10.0,10.0,9.0,moderate,6.63
700,1.0,100.0,1,6.0,Downtown,1,0,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,275.0,0.0,45.0,40.0,47.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.32
702,1.0,100.0,1,6.0,South End,1,1,1,Apartment,Shared room,Airbed,True,True,True,True,True,False,True,True,True,True,95.0,0.0,25.0,40.0,207.0,98.0,10.0,10.0,10.0,10.0,moderate,4.47
705,1.0,100.0,1,5.0,South Boston,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,75.0,0.0,97.0,97.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,2.15
708,2.0,94.0,0,9.0,Mattapan,0,0,0,Guest suite,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,74.0,200.0,100.0,35.0,64.0,92.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,1.82
709,2.0,100.0,0,5.0,Back Bay,1,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,False,True,True,False,True,False,235.0,0.0,25.0,15.0,29.0,89.0,8.0,9.0,10.0,10.0,moderate,0.63
710,2.0,97.0,0,6.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,129.0,0.0,100.0,0.0,4.0,85.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,0.09
711,2.0,97.0,0,6.0,West End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,127.0,0.0,100.0,0.0,6.0,80.0,9.0,8.0,8.0,9.0,strict_14_with_grace_period,0.15
712,1.0,100.0,1,4.0,Jamaica Plain,1,1,1,Condominium,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,84.0,0.0,25.0,20.0,40.0,98.0,10.0,10.0,10.0,9.0,moderate,0.89
713,2.0,97.0,0,6.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,126.0,0.0,100.0,0.0,3.0,100.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,0.07
715,1.0,100.0,1,5.0,Beacon Hill,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,600.0,500.0,200.0,40.0,147.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.29
717,1.0,100.0,1,4.0,Roslindale,1,1,0,Townhouse,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,0.0,15.0,0.0,29.0,99.0,10.0,10.0,10.0,9.0,flexible,0.64
719,1.0,100.0,1,4.0,Roxbury,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,159.0,0.0,70.0,5.0,71.0,93.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.54
720,1.0,97.0,0,7.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,135.0,0.0,45.0,0.0,335.0,94.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,7.28
722,1.0,100.0,0,9.0,Brighton,0,1,1,Condominium,Entire home/apt,Real Bed,True,True,True,True,False,True,True,False,False,False,100.0,250.0,65.0,50.0,102.0,91.0,10.0,10.0,9.0,9.0,strict_14_with_grace_period,2.22
723,2.0,100.0,0,5.0,Hyde Park,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,200.0,250.0,125.0,25.0,19.0,92.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,0.42
724,1.0,100.0,0,5.0,Downtown,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,291.0,100.0,80.0,0.0,279.0,94.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,6.08
725,1.0,100.0,1,5.0,Dorchester,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,225.0,800.0,179.0,25.0,127.0,91.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,2.77
726,2.0,100.0,0,4.0,Allston,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,45.0,0.0,120.0,0.0,3.0,67.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,0.07
727,1.0,100.0,1,6.0,Downtown,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,225.0,100.0,80.0,0.0,272.0,95.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,5.94
730,1.0,100.0,0,5.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,20.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.44
731,2.0,100.0,1,5.0,Jamaica Plain,1,1,0,Townhouse,Private room,Real Bed,True,True,True,True,True,True,True,True,False,True,105.0,0.0,30.0,0.0,89.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.15
733,1.0,100.0,1,3.0,Jamaica Plain,0,0,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,0.0,0.0,15.0,196.0,97.0,10.0,10.0,10.0,9.0,moderate,4.32
734,1.0,100.0,1,5.0,West Roxbury,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,70.0,100.0,40.0,40.0,101.0,96.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,2.23
740,1.0,100.0,0,5.0,Bay Village,1,1,1,Bed and breakfast,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,0.0,45.0,39.0,168.0,95.0,10.0,10.0,10.0,10.0,moderate,3.69
741,1.0,100.0,1,5.0,South Boston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,240.0,450.0,125.0,40.0,136.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.03
743,1.0,100.0,1,4.0,West Roxbury,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,245.0,300.0,90.0,45.0,108.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.4
744,2.0,100.0,1,4.0,South Boston,1,1,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,339.0,200.0,125.0,50.0,83.0,97.0,10.0,10.0,10.0,10.0,moderate,1.83
745,1.0,100.0,1,4.0,Fenway,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,False,147.0,300.0,70.0,30.0,170.0,95.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,3.85
746,1.0,100.0,1,5.0,South Boston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,240.0,450.0,125.0,40.0,144.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.21
747,1.0,100.0,1,5.0,South Boston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,125.0,400.0,125.0,40.0,134.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.0
748,1.0,100.0,1,6.0,Back Bay,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,161.0,100.0,60.0,0.0,252.0,95.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,5.62
749,1.0,100.0,1,5.0,Beacon Hill,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,False,True,False,375.0,550.0,140.0,40.0,173.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.87
750,1.0,100.0,0,3.0,Brighton,0,1,1,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,True,475.0,300.0,0.0,0.0,36.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.87
751,1.0,100.0,0,9.0,Brighton,1,0,1,Condominium,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,212.0,0.0,75.0,20.0,170.0,88.0,8.0,10.0,9.0,9.0,flexible,3.77
753,2.0,100.0,0,6.0,Fenway,1,1,0,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,298.0,0.0,100.0,0.0,33.0,88.0,9.0,9.0,9.0,10.0,moderate,0.78
754,1.0,100.0,0,6.0,Allston,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,0.0,75.0,50.0,134.0,94.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,3.0
756,4.0,33.0,0,5.0,Jamaica Plain,1,1,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,450.0,200.0,75.0,0.0,33.0,93.0,9.0,10.0,10.0,8.0,flexible,0.77
757,1.0,100.0,1,4.0,Jamaica Plain,1,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,25.0,0.0,65.0,99.0,10.0,10.0,10.0,10.0,moderate,1.43
759,1.0,100.0,0,9.0,Beacon Hill,0,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,200.0,180.0,100.0,150.0,3.0,87.0,9.0,8.0,9.0,9.0,strict_14_with_grace_period,0.07
760,1.0,100.0,1,6.0,Hyde Park,1,1,0,Loft,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,85.0,200.0,28.0,22.0,100.0,98.0,10.0,10.0,10.0,9.0,moderate,2.81
761,1.0,100.0,0,10.0,Beacon Hill,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,80.0,300.0,30.0,60.0,117.0,94.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,2.59
763,2.0,100.0,0,4.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,False,True,True,False,200.0,0.0,150.0,0.0,61.0,97.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.37
764,2.0,100.0,0,6.0,Fenway,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,285.0,0.0,100.0,0.0,4.0,95.0,10.0,10.0,10.0,10.0,moderate,0.09
765,1.0,100.0,1,7.0,South End,1,1,0,Boutique hotel,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,90.0,150.0,45.0,100.0,104.0,99.0,10.0,10.0,10.0,10.0,moderate,2.32
766,1.0,100.0,1,6.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,250.0,2000.0,250.0,15.0,83.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.84
768,1.0,94.0,0,3.0,South Boston,0,1,1,House,Private room,Real Bed,True,True,True,True,True,False,True,True,False,True,75.0,0.0,0.0,20.0,35.0,94.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,0.78
769,3.0,100.0,1,5.0,Roslindale,1,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,55.0,0.0,0.0,30.0,82.0,94.0,9.0,10.0,10.0,9.0,flexible,1.82
771,1.0,100.0,1,8.0,Roxbury,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,199.0,0.0,0.0,50.0,35.0,97.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,3.49
773,1.0,100.0,0,5.0,Back Bay,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,False,False,False,False,161.0,100.0,60.0,0.0,243.0,95.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,5.56
774,1.0,100.0,0,4.0,Beacon Hill,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,True,160.0,400.0,110.0,0.0,216.0,95.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,4.86
775,2.0,100.0,0,6.0,Fenway,1,1,0,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,298.0,0.0,100.0,0.0,13.0,87.0,9.0,9.0,9.0,10.0,moderate,0.31
776,2.0,100.0,0,5.0,Roxbury,1,1,1,Townhouse,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,350.0,500.0,200.0,25.0,11.0,82.0,8.0,9.0,8.0,8.0,strict_14_with_grace_period,0.26
779,1.0,100.0,0,4.0,Jamaica Plain,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,146.0,200.0,60.0,0.0,183.0,94.0,10.0,10.0,10.0,9.0,moderate,5.45
780,3.0,100.0,0,4.0,Roslindale,1,0,0,House,Private room,Real Bed,False,True,True,False,True,False,True,False,False,False,59.0,0.0,20.0,10.0,4.0,100.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.09
781,2.0,87.0,0,6.0,South Boston Waterfront,1,0,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,149.0,0.0,0.0,0.0,177.0,97.0,10.0,10.0,10.0,10.0,moderate,3.94
783,2.0,100.0,1,7.0,East Boston,0,0,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,129.0,0.0,60.0,0.0,67.0,97.0,10.0,10.0,10.0,9.0,moderate,1.55
784,1.0,100.0,1,5.0,South Boston,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,False,True,True,True,True,True,True,True,600.0,500.0,225.0,40.0,17.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.41
786,1.0,100.0,1,5.0,Brighton,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,90.0,350.0,150.0,0.0,31.0,88.0,9.0,9.0,9.0,10.0,strict_14_with_grace_period,0.71
787,1.0,100.0,1,5.0,Longwood Medical Area,0,1,1,Condominium,Private room,Real Bed,True,True,False,True,True,True,False,True,False,False,84.0,0.0,0.0,20.0,489.0,97.0,10.0,10.0,10.0,10.0,moderate,10.9
788,2.0,100.0,1,4.0,Back Bay,1,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,395.0,300.0,100.0,50.0,47.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.07
789,3.0,100.0,1,6.0,Beacon Hill,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,200.0,0.0,0.0,0.0,37.0,99.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.83
790,1.0,99.0,0,4.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,True,True,True,True,True,259.0,500.0,105.0,0.0,51.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.2
791,2.0,100.0,0,5.0,Charlestown,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,200.0,0.0,0.0,0.0,22.0,94.0,10.0,10.0,9.0,9.0,moderate,0.52
792,1.0,100.0,0,4.0,Roxbury,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,False,True,True,True,True,True,65.0,100.0,55.0,15.0,85.0,88.0,9.0,10.0,9.0,8.0,moderate,1.91
794,1.0,100.0,1,4.0,Jamaica Plain,1,1,0,Guest suite,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,100.0,0.0,0.0,20.0,130.0,97.0,10.0,10.0,10.0,10.0,moderate,2.91
795,1.0,93.0,1,5.0,Downtown,1,1,0,Loft,Entire home/apt,Real Bed,True,True,True,False,True,False,True,False,False,True,129.0,399.0,79.0,39.0,250.0,95.0,10.0,10.0,10.0,10.0,moderate,5.62
796,2.0,100.0,0,6.0,Chinatown,1,0,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,90.0,1000.0,200.0,0.0,5.0,95.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.11
797,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,69.0,0.0,54.0,90.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.22
798,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,69.0,0.0,33.0,90.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.47
799,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,69.0,0.0,51.0,88.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,2.23
800,1.0,100.0,0,8.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,150.0,0.0,85.0,10.0,82.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.92
801,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,69.0,0.0,31.0,94.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.49
802,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,69.0,0.0,54.0,90.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.93
803,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,0.0,69.0,0.0,80.0,91.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.97
804,1.0,90.0,1,5.0,Jamaica Plain,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,0.0,0.0,10.0,147.0,96.0,10.0,10.0,10.0,10.0,moderate,3.3
806,1.0,100.0,0,4.0,Dorchester,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,False,True,True,False,70.0,0.0,10.0,20.0,2.0,100.0,10.0,10.0,10.0,8.0,flexible,2.0
807,1.0,100.0,0,4.0,Roxbury,1,1,0,Apartment,Private room,Real Bed,True,True,True,False,True,False,True,True,False,True,65.0,100.0,50.0,20.0,60.0,90.0,9.0,10.0,10.0,9.0,moderate,1.38
808,1.0,100.0,0,4.0,Roxbury,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,100.0,50.0,20.0,96.0,87.0,9.0,9.0,9.0,8.0,moderate,2.18
809,2.0,97.0,0,6.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,181.0,0.0,100.0,0.0,8.0,90.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,0.21
810,2.0,97.0,0,6.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,True,180.0,0.0,100.0,0.0,3.0,80.0,9.0,9.0,9.0,9.0,strict_14_with_grace_period,0.07
811,2.0,100.0,1,4.0,South End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,False,True,195.0,250.0,50.0,30.0,78.0,97.0,10.0,10.0,10.0,9.0,moderate,1.78
812,1.0,100.0,0,6.0,Roxbury,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,33.0,300.0,40.0,0.0,11.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.29
813,1.0,100.0,0,8.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,150.0,0.0,69.0,0.0,44.0,91.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.26
814,1.0,100.0,0,6.0,Roxbury,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,36.0,300.0,40.0,0.0,5.0,92.0,9.0,10.0,10.0,7.0,strict_14_with_grace_period,0.13
815,1.0,94.0,0,8.0,Allston,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,100.0,25.0,10.0,216.0,93.0,9.0,10.0,9.0,9.0,flexible,5.44
818,2.0,100.0,0,5.0,Allston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,True,350.0,500.0,200.0,25.0,25.0,90.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,0.62
