,host_response_time,host_response_rate,host_is_superhost,host_verification_level,neighbourhood_cleansed,host_identity_verified,is_location_exact,instant_bookable,property_type,room_type,bed_type,Wifi,Heating,Essentials,Smoke detector,Kitchen,Carbon monoxide detector,Hangers,Air conditioning,Shampoo,Hair dryer,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy,reviews_per_month
2565,1.0,100.0,0,8.0,Allston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,False,155.0,0.0,89.0,10.0,73.0,94.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,3.44
2566,1.0,100.0,0,3.0,Allston,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,78.0,100.0,10.0,20.0,69.0,90.0,9.0,10.0,10.0,10.0,moderate,3.21
2567,1.0,100.0,1,3.0,East Boston,0,1,0,Guest suite,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,150.0,125.0,50.0,0.0,168.0,98.0,10.0,10.0,10.0,10.0,moderate,8.67
2568,3.0,100.0,0,5.0,Dorchester,0,0,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,67.0,0.0,60.0,0.0,28.0,90.0,9.0,10.0,10.0,9.0,flexible,1.32
2569,1.0,100.0,0,5.0,Chinatown,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,379.0,100.0,140.0,25.0,37.0,94.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.78
2570,1.0,100.0,1,6.0,Dorchester,0,1,0,Boutique hotel,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,220.0,2000.0,150.0,40.0,34.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.6
2571,1.0,100.0,1,3.0,Charlestown,0,0,1,Other,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,250.0,0.0,159.0,25.0,18.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.95
2573,1.0,100.0,0,7.0,Roxbury,1,1,0,Townhouse,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,30.0,100.0,5.0,5.0,47.0,87.0,8.0,10.0,10.0,9.0,flexible,2.19
2574,3.0,76.0,0,4.0,Fenway,0,1,0,Serviced apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,299.0,0.0,100.0,0.0,1.0,20.0,2.0,10.0,2.0,10.0,strict_14_with_grace_period,0.07
2576,1.0,96.0,0,6.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,188.0,400.0,90.0,5.0,7.0,89.0,10.0,9.0,9.0,9.0,strict_14_with_grace_period,0.33
2577,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,232.0,400.0,123.0,5.0,30.0,96.0,10.0,9.0,10.0,10.0,strict_14_with_grace_period,1.43
2578,1.0,100.0,1,6.0,East Boston,1,0,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,50.0,0.0,0.0,20.0,200.0,94.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,9.3
2580,2.0,100.0,1,6.0,Roslindale,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,29.0,0.0,9.0,30.0,34.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.58
2581,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,400.0,90.0,5.0,14.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.67
2582,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,400.0,91.0,5.0,8.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,0.38
2584,1.0,96.0,0,6.0,North End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,188.0,400.0,90.0,5.0,25.0,93.0,9.0,9.0,10.0,10.0,strict_14_with_grace_period,1.18
2586,3.0,76.0,0,4.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,499.0,0.0,100.0,0.0,1.0,60.0,6.0,10.0,10.0,10.0,strict_14_with_grace_period,0.17
2588,1.0,100.0,0,5.0,Chinatown,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,179.0,100.0,80.0,20.0,43.0,90.0,9.0,9.0,10.0,10.0,strict_14_with_grace_period,2.09
2590,1.0,100.0,0,5.0,Allston,1,1,1,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,129.0,200.0,75.0,35.0,18.0,96.0,10.0,10.0,10.0,8.0,flexible,0.86
2591,1.0,100.0,0,6.0,Dorchester,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,False,True,True,True,5000.0,1000.0,175.0,0.0,65.0,96.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,3.03
2592,1.0,100.0,1,6.0,South Boston,0,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,48.0,0.0,38.0,0.0,63.0,97.0,9.0,10.0,10.0,10.0,flexible,3.7
2593,1.0,100.0,1,4.0,Beacon Hill,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,False,False,143.0,300.0,65.0,30.0,98.0,97.0,10.0,10.0,10.0,10.0,moderate,4.63
2594,2.0,60.0,1,8.0,East Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,122.0,500.0,50.0,0.0,127.0,97.0,10.0,10.0,10.0,9.0,moderate,7.3
2596,4.0,33.0,0,5.0,Roslindale,1,1,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,225.0,0.0,80.0,0.0,8.0,94.0,10.0,10.0,10.0,9.0,flexible,0.4
2598,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,400.0,90.0,5.0,25.0,96.0,10.0,9.0,10.0,9.0,strict_14_with_grace_period,1.19
2599,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,400.0,91.0,5.0,25.0,96.0,10.0,10.0,9.0,9.0,strict_14_with_grace_period,1.18
2600,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,True,True,False,True,232.0,400.0,122.0,5.0,16.0,95.0,10.0,9.0,10.0,9.0,strict_14_with_grace_period,0.77
2601,1.0,100.0,1,7.0,Dorchester,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,65.0,0.0,0.0,0.0,230.0,100.0,10.0,10.0,10.0,10.0,flexible,10.83
2602,1.0,100.0,0,8.0,Allston,1,0,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,80.0,0.0,100.0,25.0,8.0,88.0,8.0,10.0,10.0,9.0,strict_14_with_grace_period,0.38
2603,1.0,100.0,1,6.0,Downtown,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,119.0,200.0,120.0,100.0,21.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.98
2606,2.0,100.0,0,3.0,Dorchester,0,0,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,110.0,0.0,15.0,0.0,3.0,100.0,10.0,10.0,10.0,10.0,flexible,0.14
2607,1.0,100.0,1,8.0,East Boston,1,0,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,250.0,0.0,0.0,25.0,5.0,100.0,10.0,10.0,10.0,10.0,moderate,0.24
2613,1.0,100.0,0,5.0,East Boston,1,1,1,Apartment,Entire home/apt,Real Bed,True,False,True,True,True,True,True,True,True,True,100.0,200.0,79.0,15.0,84.0,93.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,3.97
2617,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,237.0,400.0,123.0,5.0,34.0,92.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,1.6
2618,1.0,100.0,0,4.0,North End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,79.0,0.0,60.0,0.0,86.0,90.0,9.0,9.0,9.0,10.0,strict_14_with_grace_period,4.13
2619,1.0,96.0,0,6.0,Downtown,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,False,133.0,500.0,105.0,0.0,15.0,84.0,9.0,9.0,9.0,10.0,strict_14_with_grace_period,0.77
2622,1.0,100.0,0,6.0,Roxbury,0,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,95.0,100.0,30.0,0.0,101.0,95.0,10.0,10.0,10.0,9.0,moderate,4.82
2626,2.0,100.0,0,5.0,South Boston,1,1,0,House,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,600.0,1000.0,160.0,15.0,86.0,97.0,10.0,10.0,10.0,10.0,moderate,4.1
2627,1.0,96.0,0,6.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,176.0,400.0,90.0,5.0,30.0,94.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,1.43
2629,1.0,100.0,0,3.0,Beacon Hill,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,True,True,199.0,0.0,155.0,65.0,38.0,95.0,9.0,10.0,10.0,10.0,moderate,2.5
2630,1.0,97.0,1,5.0,Dorchester,0,0,0,Apartment,Private room,Real Bed,True,True,True,True,True,False,True,False,True,False,75.0,180.0,60.0,20.0,37.0,96.0,10.0,10.0,10.0,9.0,moderate,1.86
2635,3.0,76.0,0,4.0,Fenway,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,False,False,False,False,False,True,True,299.0,0.0,100.0,0.0,1.0,80.0,10.0,8.0,8.0,10.0,strict_14_with_grace_period,0.23
2636,1.0,100.0,0,5.0,North End,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,False,False,True,True,99.0,100.0,80.0,0.0,110.0,89.0,8.0,9.0,9.0,10.0,strict_14_with_grace_period,5.45
2637,1.0,100.0,0,3.0,Roxbury,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,10.0,50.0,133.0,94.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,6.32
2641,1.0,100.0,0,3.0,Roxbury,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,15.0,50.0,121.0,93.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,5.81
2643,1.0,67.0,1,5.0,Jamaica Plain,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,False,159.0,0.0,70.0,0.0,52.0,95.0,10.0,10.0,10.0,9.0,moderate,2.53
2644,1.0,100.0,0,3.0,Roxbury,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,15.0,50.0,91.0,91.0,10.0,10.0,9.0,9.0,strict_14_with_grace_period,4.38
2645,1.0,100.0,0,10.0,Roslindale,1,1,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,55.0,0.0,30.0,15.0,40.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,1.96
2646,1.0,100.0,1,9.0,Allston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,290.0,0.0,85.0,10.0,130.0,97.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,6.16
2648,1.0,94.0,0,5.0,South End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,220.0,300.0,55.0,0.0,64.0,97.0,10.0,10.0,9.0,10.0,moderate,3.05
2650,1.0,100.0,0,5.0,Jamaica Plain,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,173.0,150.0,70.0,25.0,84.0,95.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,4.14
2652,1.0,97.0,1,5.0,Dorchester,0,0,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,46.0,150.0,45.0,15.0,22.0,96.0,10.0,10.0,10.0,9.0,moderate,1.06
2654,1.0,100.0,1,3.0,East Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,125.0,0.0,0.0,10.0,95.0,99.0,10.0,10.0,10.0,10.0,flexible,10.4
2657,1.0,100.0,0,8.0,Dorchester,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,False,55.0,150.0,40.0,20.0,90.0,94.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,4.72
2658,1.0,100.0,0,8.0,Dorchester,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,55.0,150.0,40.0,20.0,73.0,93.0,9.0,9.0,10.0,9.0,strict_14_with_grace_period,3.8
2659,1.0,100.0,0,8.0,Dorchester,0,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,60.0,150.0,40.0,20.0,53.0,92.0,9.0,9.0,9.0,8.0,strict_14_with_grace_period,2.77
2661,3.0,86.0,0,9.0,Brighton,1,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,130.0,500.0,75.0,100.0,8.0,97.0,10.0,10.0,10.0,9.0,moderate,0.46
2662,1.0,100.0,1,10.0,East Boston,1,1,0,Apartment,Entire home/apt,Real Bed,False,True,True,True,True,False,True,True,True,True,199.0,0.0,50.0,25.0,198.0,97.0,10.0,10.0,10.0,10.0,moderate,9.52
2663,4.0,0.0,0,7.0,Mattapan,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,97.0,500.0,75.0,10.0,18.0,100.0,10.0,10.0,10.0,9.0,moderate,0.89
2664,1.0,100.0,0,2.0,Chinatown,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,85.0,100.0,52.0,15.0,29.0,75.0,8.0,9.0,9.0,9.0,strict_14_with_grace_period,1.4
2666,1.0,100.0,1,8.0,Jamaica Plain,1,1,1,Guest suite,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,140.0,0.0,25.0,0.0,205.0,100.0,10.0,10.0,10.0,10.0,flexible,9.98
2667,1.0,100.0,0,5.0,Brighton,1,1,1,Serviced apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,55.0,1000.0,25.0,35.0,62.0,95.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,3.05
2668,1.0,100.0,0,5.0,Brighton,1,1,1,Serviced apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,60.0,1000.0,25.0,40.0,3.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.15
2669,1.0,100.0,0,5.0,Brighton,1,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,51.0,1000.0,25.0,40.0,39.0,93.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.92
2670,1.0,100.0,1,6.0,Downtown,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,86.0,0.0,0.0,0.0,3.0,93.0,10.0,9.0,9.0,9.0,flexible,0.15
2671,2.0,100.0,0,2.0,Roxbury,0,1,0,Condominium,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,45.0,0.0,0.0,0.0,6.0,96.0,9.0,9.0,9.0,8.0,moderate,0.31
2673,3.0,100.0,0,4.0,South End,0,0,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,140.0,0.0,100.0,0.0,4.0,90.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.36
2674,1.0,100.0,0,5.0,Downtown,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,2.0,90.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,0.24
2676,1.0,100.0,0,3.0,Roxbury,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,15.0,50.0,87.0,91.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,4.28
2677,1.0,100.0,0,3.0,Roxbury,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,0.0,15.0,50.0,103.0,90.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,4.95
2679,1.0,100.0,0,5.0,West End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,False,False,True,999.0,0.0,119.0,0.0,2.0,100.0,10.0,9.0,9.0,10.0,strict_14_with_grace_period,0.11
2680,1.0,100.0,0,5.0,Downtown,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,6.0,100.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,0.33
2681,1.0,100.0,0,5.0,West End,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,7.0,97.0,10.0,10.0,9.0,10.0,strict_14_with_grace_period,1.37
2682,1.0,97.0,1,5.0,Dorchester,0,0,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,False,True,True,False,58.0,180.0,50.0,8.0,41.0,96.0,10.0,10.0,10.0,9.0,moderate,2.04
2684,1.0,100.0,0,6.0,West End,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,49.0,0.0,60.0,0.0,81.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,3.96
2686,1.0,100.0,0,3.0,Mattapan,0,0,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,50.0,0.0,30.0,25.0,3.0,100.0,10.0,9.0,10.0,10.0,flexible,0.14
2688,1.0,100.0,0,9.0,Beacon Hill,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,189.0,200.0,50.0,15.0,40.0,90.0,9.0,9.0,9.0,10.0,strict_14_with_grace_period,2.01
2690,1.0,100.0,1,10.0,East Boston,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,199.0,0.0,50.0,30.0,161.0,95.0,10.0,10.0,10.0,9.0,moderate,7.75
2694,1.0,100.0,0,5.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,5.0,76.0,8.0,9.0,8.0,10.0,strict_14_with_grace_period,0.32
2695,1.0,97.0,1,5.0,Dorchester,0,0,0,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,52.0,120.0,45.0,10.0,27.0,96.0,10.0,10.0,10.0,8.0,moderate,1.35
2696,1.0,100.0,0,5.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,3.0,93.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,0.16
2698,1.0,100.0,0,5.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,999.0,0.0,119.0,0.0,2.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.11
2700,1.0,100.0,0,10.0,South End,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,250.0,40.0,0.0,133.0,95.0,9.0,10.0,10.0,10.0,moderate,6.4
2704,1.0,100.0,0,2.0,Chinatown,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,False,False,100.0,100.0,50.0,20.0,39.0,86.0,8.0,10.0,9.0,10.0,strict_14_with_grace_period,1.9
2705,1.0,100.0,0,8.0,Allston,1,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,139.0,0.0,89.0,10.0,95.0,90.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,4.82
2706,1.0,100.0,1,6.0,Jamaica Plain,1,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,False,True,True,True,True,65.0,0.0,30.0,5.0,51.0,94.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,3.31
2707,3.0,100.0,0,7.0,South Boston,1,1,0,Townhouse,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,180.0,0.0,20.0,0.0,3.0,87.0,8.0,10.0,10.0,9.0,moderate,0.15
2709,1.0,100.0,1,8.0,Allston,1,1,0,Apartment,Private room,Real Bed,True,True,True,False,True,False,True,True,False,True,79.0,250.0,15.0,60.0,4.0,100.0,10.0,10.0,10.0,10.0,moderate,0.21
2710,1.0,100.0,0,6.0,Dorchester,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,70.0,150.0,35.0,10.0,56.0,86.0,9.0,10.0,9.0,9.0,strict_14_with_grace_period,3.02
2711,1.0,100.0,0,5.0,Chinatown,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,379.0,100.0,140.0,25.0,37.0,91.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.93
2712,1.0,100.0,0,2.0,East Boston,0,1,1,Apartment,Private room,Real Bed,True,True,True,False,True,False,True,True,True,True,49.0,100.0,35.0,25.0,3.0,93.0,10.0,10.0,10.0,10.0,moderate,0.15
2714,1.0,100.0,0,3.0,Beacon Hill,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,99.0,0.0,375.0,65.0,61.0,96.0,10.0,10.0,10.0,10.0,moderate,3.67
2716,1.0,100.0,0,2.0,East Boston,0,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,100.0,35.0,25.0,3.0,100.0,10.0,10.0,10.0,10.0,moderate,0.15
2717,1.0,90.0,1,9.0,Dorchester,0,1,1,House,Private room,Real Bed,True,True,False,False,True,False,False,True,False,True,46.0,150.0,35.0,15.0,11.0,100.0,10.0,10.0,10.0,9.0,flexible,0.59
2718,3.0,100.0,0,6.0,North End,1,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,80.0,0.0,25.0,25.0,20.0,93.0,8.0,9.0,10.0,10.0,moderate,0.97
2719,1.0,99.0,0,4.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,195.0,500.0,105.0,0.0,33.0,88.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.85
2720,1.0,99.0,0,4.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,195.0,500.0,105.0,0.0,31.0,93.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,1.7
2721,1.0,99.0,0,4.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,True,True,True,True,195.0,500.0,105.0,0.0,26.0,90.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,1.33
2722,1.0,99.0,0,4.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,237.0,500.0,105.0,0.0,25.0,93.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.24
2723,1.0,99.0,0,4.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,165.0,500.0,105.0,0.0,39.0,88.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,1.98
2724,1.0,99.0,0,4.0,Back Bay,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,195.0,500.0,105.0,0.0,48.0,92.0,9.0,10.0,9.0,10.0,strict_14_with_grace_period,2.41
2725,1.0,100.0,0,7.0,Fenway,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,139.0,0.0,50.0,0.0,102.0,88.0,9.0,10.0,10.0,10.0,moderate,5.06
2728,1.0,100.0,1,3.0,Roslindale,0,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,False,59.0,250.0,30.0,20.0,5.0,96.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,0.36
2729,1.0,99.0,0,4.0,South Boston,0,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,False,True,True,True,False,165.0,500.0,105.0,0.0,52.0,94.0,10.0,10.0,9.0,10.0,strict_14_with_grace_period,2.69
2730,1.0,99.0,0,4.0,South Boston,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,165.0,500.0,105.0,0.0,28.0,91.0,9.0,10.0,10.0,10.0,strict_14_with_grace_period,1.48
2732,3.0,100.0,0,3.0,South End,0,1,0,Condominium,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,180.0,200.0,50.0,30.0,11.0,100.0,10.0,10.0,10.0,10.0,moderate,0.56
2733,1.0,91.0,0,5.0,Charlestown,0,1,1,Apartment,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,75.0,100.0,0.0,25.0,54.0,86.0,9.0,10.0,10.0,9.0,strict_14_with_grace_period,2.68
2734,4.0,0.0,0,9.0,Allston,0,1,0,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,45.0,0.0,70.0,0.0,1.0,100.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,0.06
2736,1.0,100.0,1,6.0,Jamaica Plain,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,95.0,0.0,20.0,25.0,85.0,98.0,10.0,10.0,10.0,9.0,strict_14_with_grace_period,4.29
2737,1.0,100.0,1,6.0,Jamaica Plain,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,95.0,0.0,20.0,25.0,81.0,98.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,4.12
2738,1.0,100.0,1,6.0,Jamaica Plain,1,1,1,House,Private room,Real Bed,True,True,True,True,True,True,True,True,True,True,155.0,0.0,25.0,25.0,64.0,97.0,10.0,10.0,10.0,10.0,moderate,3.3
2739,1.0,100.0,0,3.0,Allston,0,1,0,House,Private room,Real Bed,True,True,True,True,False,True,True,True,True,True,68.0,100.0,10.0,20.0,35.0,90.0,9.0,10.0,10.0,9.0,moderate,2.16
2741,1.0,100.0,1,9.0,Jamaica Plain,0,1,0,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,175.0,250.0,90.0,20.0,52.0,96.0,10.0,10.0,10.0,10.0,strict_14_with_grace_period,2.59
2743,1.0,100.0,0,5.0,Chinatown,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,False,True,False,True,False,True,True,179.0,100.0,80.0,20.0,23.0,83.0,9.0,9.0,9.0,9.0,strict_14_with_grace_period,1.22
2744,1.0,100.0,0,5.0,Chinatown,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,True,True,True,True,True,True,179.0,100.0,80.0,20.0,33.0,90.0,9.0,9.0,10.0,10.0,strict_14_with_grace_period,1.73
2745,2.0,100.0,0,4.0,South Boston,1,1,1,Apartment,Entire home/apt,Real Bed,True,True,True,True,False,True,True,True,True,True,250.0,0.0,60.0,0.0,10.0,90.0,9.0,9.0,10.0,10.0,moderate,1.26
